;Datum;von;bis;MW
Maximum;11.11.2013;17:00;17:15;9929
;Datum;von;bis;MW
Minimum;24.12.2013;01:45;02:00;-3282

Datum;Uhrzeit;;Wert
09.01.2013;00:00;00:15;5134
09.01.2013;00:15;00:30;5161
09.01.2013;00:30;00:45;4984
09.01.2013;00:45;01:00;4956
09.01.2013;01:00;01:15;4923
09.01.2013;01:15;01:30;4925
09.01.2013;01:30;01:45;4829
09.01.2013;01:45;02:00;4799
09.01.2013;02:00;02:15;4797
09.01.2013;02:15;02:30;4866
09.01.2013;02:30;02:45;4867
09.01.2013;02:45;03:00;4861
09.01.2013;03:00;03:15;4966
09.01.2013;03:15;03:30;5002
09.01.2013;03:30;03:45;5159
09.01.2013;03:45;04:00;5188
09.01.2013;04:00;04:15;5445
09.01.2013;04:15;04:30;5521
09.01.2013;04:30;04:45;5598
09.01.2013;04:45;05:00;5658
09.01.2013;05:00;05:15;6001
09.01.2013;05:15;05:30;6025
09.01.2013;05:30;05:45;6183
09.01.2013;05:45;06:00;6160
09.01.2013;06:00;06:15;6567
09.01.2013;06:15;06:30;6925
09.01.2013;06:30;06:45;7287
09.01.2013;06:45;07:00;7627
09.01.2013;07:00;07:15;7871
09.01.2013;07:15;07:30;8080
09.01.2013;07:30;07:45;8175
09.01.2013;07:45;08:00;8354
09.01.2013;08:00;08:15;8420
09.01.2013;08:15;08:30;8394
09.01.2013;08:30;08:45;8205
09.01.2013;08:45;09:00;8065
09.01.2013;09:00;09:15;8128
09.01.2013;09:15;09:30;8013
09.01.2013;09:30;09:45;7907
09.01.2013;09:45;10:00;7858
09.01.2013;10:00;10:15;7940
09.01.2013;10:15;10:30;7953
09.01.2013;10:30;10:45;7793
09.01.2013;10:45;11:00;7853
09.01.2013;11:00;11:15;7922
09.01.2013;11:15;11:30;7934
09.01.2013;11:30;11:45;7710
09.01.2013;11:45;12:00;7763
09.01.2013;12:00;12:15;7559
09.01.2013;12:15;12:30;7291
09.01.2013;12:30;12:45;7237
09.01.2013;12:45;13:00;7282
09.01.2013;13:00;13:15;7415
09.01.2013;13:15;13:30;7310
09.01.2013;13:30;13:45;7106
09.01.2013;13:45;14:00;7064
09.01.2013;14:00;14:15;7070
09.01.2013;14:15;14:30;6976
09.01.2013;14:30;14:45;6852
09.01.2013;14:45;15:00;6919
09.01.2013;15:00;15:15;6962
09.01.2013;15:15;15:30;6807
09.01.2013;15:30;15:45;6739
09.01.2013;15:45;16:00;6728
09.01.2013;16:00;16:15;6644
09.01.2013;16:15;16:30;6543
09.01.2013;16:30;16:45;6698
09.01.2013;16:45;17:00;6654
09.01.2013;17:00;17:15;6590
09.01.2013;17:15;17:30;6515
09.01.2013;17:30;17:45;6539
09.01.2013;17:45;18:00;6469
09.01.2013;18:00;18:15;6307
09.01.2013;18:15;18:30;6138
09.01.2013;18:30;18:45;5945
09.01.2013;18:45;19:00;5765
09.01.2013;19:00;19:15;5622
09.01.2013;19:15;19:30;5450
09.01.2013;19:30;19:45;5287
09.01.2013;19:45;20:00;5239
09.01.2013;20:00;20:15;5031
09.01.2013;20:15;20:30;4716
09.01.2013;20:30;20:45;4390
09.01.2013;20:45;21:00;3984
09.01.2013;21:00;21:15;3766
09.01.2013;21:15;21:30;3624
09.01.2013;21:30;21:45;3422
09.01.2013;21:45;22:00;3287
09.01.2013;22:00;22:15;3283
09.01.2013;22:15;22:30;3119
09.01.2013;22:30;22:45;2838
09.01.2013;22:45;23:00;2491
09.01.2013;23:00;23:15;2201
09.01.2013;23:15;23:30;2124
09.01.2013;23:30;23:45;1902
09.01.2013;23:45;24:00;1650
10.01.2013;00:00;00:15;1518
10.01.2013;00:15;00:30;1434
10.01.2013;00:30;00:45;1454
10.01.2013;00:45;01:00;1417
10.01.2013;01:00;01:15;1485
10.01.2013;01:15;01:30;1388
10.01.2013;01:30;01:45;1401
10.01.2013;01:45;02:00;1456
10.01.2013;02:00;02:15;1462
10.01.2013;02:15;02:30;1352
10.01.2013;02:30;02:45;1297
10.01.2013;02:45;03:00;1368
10.01.2013;03:00;03:15;1342
10.01.2013;03:15;03:30;1241
10.01.2013;03:30;03:45;1051
10.01.2013;03:45;04:00;1088
10.01.2013;04:00;04:15;1204
10.01.2013;04:15;04:30;1114
10.01.2013;04:30;04:45;1038
10.01.2013;04:45;05:00;980
10.01.2013;05:00;05:15;1310
10.01.2013;05:15;05:30;1440
10.01.2013;05:30;05:45;1626
10.01.2013;05:45;06:00;1783
10.01.2013;06:00;06:15;2065
10.01.2013;06:15;06:30;2453
10.01.2013;06:30;06:45;2738
10.01.2013;06:45;07:00;3147
10.01.2013;07:00;07:15;3555
10.01.2013;07:15;07:30;3868
10.01.2013;07:30;07:45;4150
10.01.2013;07:45;08:00;4367
10.01.2013;08:00;08:15;4280
10.01.2013;08:15;08:30;4233
10.01.2013;08:30;08:45;4074
10.01.2013;08:45;09:00;4092
10.01.2013;09:00;09:15;3995
10.01.2013;09:15;09:30;4057
10.01.2013;09:30;09:45;4039
10.01.2013;09:45;10:00;3989
10.01.2013;10:00;10:15;3920
10.01.2013;10:15;10:30;3970
10.01.2013;10:30;10:45;4018
10.01.2013;10:45;11:00;4001
10.01.2013;11:00;11:15;4031
10.01.2013;11:15;11:30;4090
10.01.2013;11:30;11:45;4105
10.01.2013;11:45;12:00;4037
10.01.2013;12:00;12:15;3912
10.01.2013;12:15;12:30;3796
10.01.2013;12:30;12:45;3798
10.01.2013;12:45;13:00;3865
10.01.2013;13:00;13:15;4023
10.01.2013;13:15;13:30;4012
10.01.2013;13:30;13:45;3987
10.01.2013;13:45;14:00;3980
10.01.2013;14:00;14:15;4206
10.01.2013;14:15;14:30;4369
10.01.2013;14:30;14:45;4451
10.01.2013;14:45;15:00;4700
10.01.2013;15:00;15:15;4964
10.01.2013;15:15;15:30;5158
10.01.2013;15:30;15:45;5343
10.01.2013;15:45;16:00;5557
10.01.2013;16:00;16:15;5733
10.01.2013;16:15;16:30;6013
10.01.2013;16:30;16:45;6406
10.01.2013;16:45;17:00;6634
10.01.2013;17:00;17:15;6867
10.01.2013;17:15;17:30;6960
10.01.2013;17:30;17:45;7039
10.01.2013;17:45;18:00;7189
10.01.2013;18:00;18:15;7225
10.01.2013;18:15;18:30;7191
10.01.2013;18:30;18:45;7256
10.01.2013;18:45;19:00;7255
10.01.2013;19:00;19:15;7428
10.01.2013;19:15;19:30;7334
10.01.2013;19:30;19:45;7377
10.01.2013;19:45;20:00;7450
10.01.2013;20:00;20:15;7298
10.01.2013;20:15;20:30;7121
10.01.2013;20:30;20:45;6942
10.01.2013;20:45;21:00;6705
10.01.2013;21:00;21:15;6521
10.01.2013;21:15;21:30;6370
10.01.2013;21:30;21:45;6321
10.01.2013;21:45;22:00;6224
10.01.2013;22:00;22:15;6251
10.01.2013;22:15;22:30;6122
10.01.2013;22:30;22:45;6106
10.01.2013;22:45;23:00;5848
10.01.2013;23:00;23:15;5506
10.01.2013;23:15;23:30;5261
10.01.2013;23:30;23:45;5143
10.01.2013;23:45;24:00;5131
11.01.2013;00:00;00:15;4808
11.01.2013;00:15;00:30;4631
11.01.2013;00:30;00:45;4657
11.01.2013;00:45;01:00;4628
11.01.2013;01:00;01:15;4520
11.01.2013;01:15;01:30;4437
11.01.2013;01:30;01:45;4381
11.01.2013;01:45;02:00;4342
11.01.2013;02:00;02:15;4219
11.01.2013;02:15;02:30;4276
11.01.2013;02:30;02:45;4027
11.01.2013;02:45;03:00;3991
11.01.2013;03:00;03:15;3993
11.01.2013;03:15;03:30;3930
11.01.2013;03:30;03:45;3902
11.01.2013;03:45;04:00;3788
11.01.2013;04:00;04:15;3831
11.01.2013;04:15;04:30;3670
11.01.2013;04:30;04:45;3824
11.01.2013;04:45;05:00;3829
11.01.2013;05:00;05:15;4148
11.01.2013;05:15;05:30;4035
11.01.2013;05:30;05:45;4111
11.01.2013;05:45;06:00;4262
11.01.2013;06:00;06:15;4522
11.01.2013;06:15;06:30;4865
11.01.2013;06:30;06:45;5228
11.01.2013;06:45;07:00;5630
11.01.2013;07:00;07:15;6171
11.01.2013;07:15;07:30;6218
11.01.2013;07:30;07:45;6489
11.01.2013;07:45;08:00;6800
11.01.2013;08:00;08:15;6788
11.01.2013;08:15;08:30;6829
11.01.2013;08:30;08:45;6759
11.01.2013;08:45;09:00;6817
11.01.2013;09:00;09:15;6834
11.01.2013;09:15;09:30;6810
11.01.2013;09:30;09:45;6841
11.01.2013;09:45;10:00;7031
11.01.2013;10:00;10:15;7173
11.01.2013;10:15;10:30;7099
11.01.2013;10:30;10:45;6981
11.01.2013;10:45;11:00;6996
11.01.2013;11:00;11:15;7064
11.01.2013;11:15;11:30;7173
11.01.2013;11:30;11:45;7161
11.01.2013;11:45;12:00;6997
11.01.2013;12:00;12:15;6889
11.01.2013;12:15;12:30;6790
11.01.2013;12:30;12:45;6779
11.01.2013;12:45;13:00;6840
11.01.2013;13:00;13:15;6765
11.01.2013;13:15;13:30;6674
11.01.2013;13:30;13:45;6750
11.01.2013;13:45;14:00;6569
11.01.2013;14:00;14:15;6703
11.01.2013;14:15;14:30;6751
11.01.2013;14:30;14:45;6798
11.01.2013;14:45;15:00;6791
11.01.2013;15:00;15:15;6934
11.01.2013;15:15;15:30;6956
11.01.2013;15:30;15:45;6924
11.01.2013;15:45;16:00;6912
11.01.2013;16:00;16:15;6979
11.01.2013;16:15;16:30;7124
11.01.2013;16:30;16:45;7355
11.01.2013;16:45;17:00;7602
11.01.2013;17:00;17:15;7780
11.01.2013;17:15;17:30;7845
11.01.2013;17:30;17:45;7784
11.01.2013;17:45;18:00;7761
11.01.2013;18:00;18:15;7755
11.01.2013;18:15;18:30;7599
11.01.2013;18:30;18:45;7674
11.01.2013;18:45;19:00;7597
11.01.2013;19:00;19:15;7588
11.01.2013;19:15;19:30;7533
11.01.2013;19:30;19:45;7468
11.01.2013;19:45;20:00;7431
11.01.2013;20:00;20:15;7339
11.01.2013;20:15;20:30;6892
11.01.2013;20:30;20:45;6732
11.01.2013;20:45;21:00;6493
11.01.2013;21:00;21:15;6194
11.01.2013;21:15;21:30;6027
11.01.2013;21:30;21:45;5802
11.01.2013;21:45;22:00;5847
11.01.2013;22:00;22:15;5789
11.01.2013;22:15;22:30;5967
11.01.2013;22:30;22:45;5687
11.01.2013;22:45;23:00;5587
11.01.2013;23:00;23:15;5375
11.01.2013;23:15;23:30;5241
11.01.2013;23:30;23:45;5179
11.01.2013;23:45;24:00;5159
12.01.2013;00:00;00:15;4919
12.01.2013;00:15;00:30;4776
12.01.2013;00:30;00:45;4724
12.01.2013;00:45;01:00;4705
12.01.2013;01:00;01:15;4565
12.01.2013;01:15;01:30;4543
12.01.2013;01:30;01:45;4517
12.01.2013;01:45;02:00;4523
12.01.2013;02:00;02:15;4398
12.01.2013;02:15;02:30;4475
12.01.2013;02:30;02:45;4450
12.01.2013;02:45;03:00;4424
12.01.2013;03:00;03:15;4400
12.01.2013;03:15;03:30;4407
12.01.2013;03:30;03:45;4359
12.01.2013;03:45;04:00;4365
12.01.2013;04:00;04:15;4430
12.01.2013;04:15;04:30;4330
12.01.2013;04:30;04:45;4351
12.01.2013;04:45;05:00;4268
12.01.2013;05:00;05:15;4236
12.01.2013;05:15;05:30;4226
12.01.2013;05:30;05:45;4158
12.01.2013;05:45;06:00;3966
12.01.2013;06:00;06:15;3720
12.01.2013;06:15;06:30;3607
12.01.2013;06:30;06:45;3796
12.01.2013;06:45;07:00;4009
12.01.2013;07:00;07:15;4331
12.01.2013;07:15;07:30;4384
12.01.2013;07:30;07:45;4688
12.01.2013;07:45;08:00;4861
12.01.2013;08:00;08:15;5171
12.01.2013;08:15;08:30;5196
12.01.2013;08:30;08:45;5478
12.01.2013;08:45;09:00;5689
12.01.2013;09:00;09:15;5784
12.01.2013;09:15;09:30;5873
12.01.2013;09:30;09:45;6035
12.01.2013;09:45;10:00;6200
12.01.2013;10:00;10:15;6246
12.01.2013;10:15;10:30;6241
12.01.2013;10:30;10:45;6296
12.01.2013;10:45;11:00;6377
12.01.2013;11:00;11:15;6550
12.01.2013;11:15;11:30;6713
12.01.2013;11:30;11:45;6674
12.01.2013;11:45;12:00;6728
12.01.2013;12:00;12:15;6588
12.01.2013;12:15;12:30;6450
12.01.2013;12:30;12:45;6164
12.01.2013;12:45;13:00;5966
12.01.2013;13:00;13:15;5969
12.01.2013;13:15;13:30;5865
12.01.2013;13:30;13:45;5568
12.01.2013;13:45;14:00;5603
12.01.2013;14:00;14:15;5747
12.01.2013;14:15;14:30;5785
12.01.2013;14:30;14:45;5745
12.01.2013;14:45;15:00;5939
12.01.2013;15:00;15:15;5930
12.01.2013;15:15;15:30;6019
12.01.2013;15:30;15:45;5986
12.01.2013;15:45;16:00;6136
12.01.2013;16:00;16:15;6088
12.01.2013;16:15;16:30;6298
12.01.2013;16:30;16:45;6482
12.01.2013;16:45;17:00;6796
12.01.2013;17:00;17:15;6966
12.01.2013;17:15;17:30;7129
12.01.2013;17:30;17:45;7292
12.01.2013;17:45;18:00;7337
12.01.2013;18:00;18:15;7332
12.01.2013;18:15;18:30;7361
12.01.2013;18:30;18:45;7416
12.01.2013;18:45;19:00;7362
12.01.2013;19:00;19:15;7350
12.01.2013;19:15;19:30;7202
12.01.2013;19:30;19:45;7121
12.01.2013;19:45;20:00;6903
12.01.2013;20:00;20:15;6742
12.01.2013;20:15;20:30;6540
12.01.2013;20:30;20:45;6256
12.01.2013;20:45;21:00;6073
12.01.2013;21:00;21:15;5948
12.01.2013;21:15;21:30;5847
12.01.2013;21:30;21:45;5698
12.01.2013;21:45;22:00;5754
12.01.2013;22:00;22:15;6072
12.01.2013;22:15;22:30;6060
12.01.2013;22:30;22:45;5931
12.01.2013;22:45;23:00;5915
12.01.2013;23:00;23:15;5840
12.01.2013;23:15;23:30;5646
12.01.2013;23:30;23:45;5372
12.01.2013;23:45;24:00;5411
13.01.2013;00:00;00:15;5211
13.01.2013;00:15;00:30;5040
13.01.2013;00:30;00:45;5050
13.01.2013;00:45;01:00;4977
13.01.2013;01:00;01:15;4862
13.01.2013;01:15;01:30;4805
13.01.2013;01:30;01:45;4796
13.01.2013;01:45;02:00;4825
13.01.2013;02:00;02:15;4801
13.01.2013;02:15;02:30;4721
13.01.2013;02:30;02:45;4744
13.01.2013;02:45;03:00;4762
13.01.2013;03:00;03:15;4798
13.01.2013;03:15;03:30;4691
13.01.2013;03:30;03:45;4636
13.01.2013;03:45;04:00;4677
13.01.2013;04:00;04:15;4632
13.01.2013;04:15;04:30;4631
13.01.2013;04:30;04:45;4505
13.01.2013;04:45;05:00;4543
13.01.2013;05:00;05:15;4430
13.01.2013;05:15;05:30;4405
13.01.2013;05:30;05:45;4254
13.01.2013;05:45;06:00;4216
13.01.2013;06:00;06:15;3785
13.01.2013;06:15;06:30;3813
13.01.2013;06:30;06:45;3740
13.01.2013;06:45;07:00;3856
13.01.2013;07:00;07:15;4050
13.01.2013;07:15;07:30;4277
13.01.2013;07:30;07:45;4333
13.01.2013;07:45;08:00;4328
13.01.2013;08:00;08:15;4621
13.01.2013;08:15;08:30;4802
13.01.2013;08:30;08:45;5035
13.01.2013;08:45;09:00;5054
13.01.2013;09:00;09:15;5253
13.01.2013;09:15;09:30;5390
13.01.2013;09:30;09:45;5501
13.01.2013;09:45;10:00;5505
13.01.2013;10:00;10:15;5663
13.01.2013;10:15;10:30;5862
13.01.2013;10:30;10:45;5892
13.01.2013;10:45;11:00;6098
13.01.2013;11:00;11:15;6295
13.01.2013;11:15;11:30;6601
13.01.2013;11:30;11:45;6562
13.01.2013;11:45;12:00;6552
13.01.2013;12:00;12:15;6142
13.01.2013;12:15;12:30;6057
13.01.2013;12:30;12:45;5931
13.01.2013;12:45;13:00;5735
13.01.2013;13:00;13:15;5658
13.01.2013;13:15;13:30;5449
13.01.2013;13:30;13:45;5350
13.01.2013;13:45;14:00;5374
13.01.2013;14:00;14:15;5379
13.01.2013;14:15;14:30;5202
13.01.2013;14:30;14:45;5183
13.01.2013;14:45;15:00;5202
13.01.2013;15:00;15:15;5249
13.01.2013;15:15;15:30;5268
13.01.2013;15:30;15:45;5288
13.01.2013;15:45;16:00;5322
13.01.2013;16:00;16:15;5444
13.01.2013;16:15;16:30;5559
13.01.2013;16:30;16:45;5829
13.01.2013;16:45;17:00;6116
13.01.2013;17:00;17:15;6212
13.01.2013;17:15;17:30;6345
13.01.2013;17:30;17:45;6463
13.01.2013;17:45;18:00;6479
13.01.2013;18:00;18:15;6632
13.01.2013;18:15;18:30;6716
13.01.2013;18:30;18:45;6558
13.01.2013;18:45;19:00;6614
13.01.2013;19:00;19:15;6524
13.01.2013;19:15;19:30;6392
13.01.2013;19:30;19:45;6122
13.01.2013;19:45;20:00;6162
13.01.2013;20:00;20:15;6133
13.01.2013;20:15;20:30;5840
13.01.2013;20:30;20:45;5440
13.01.2013;20:45;21:00;5287
13.01.2013;21:00;21:15;5164
13.01.2013;21:15;21:30;5202
13.01.2013;21:30;21:45;5040
13.01.2013;21:45;22:00;5203
13.01.2013;22:00;22:15;5552
13.01.2013;22:15;22:30;5551
13.01.2013;22:30;22:45;5310
13.01.2013;22:45;23:00;5253
13.01.2013;23:00;23:15;5233
13.01.2013;23:15;23:30;5065
13.01.2013;23:30;23:45;4803
13.01.2013;23:45;24:00;4720
14.01.2013;00:00;00:15;4658
14.01.2013;00:15;00:30;4600
14.01.2013;00:30;00:45;4443
14.01.2013;00:45;01:00;4427
14.01.2013;01:00;01:15;4360
14.01.2013;01:15;01:30;4330
14.01.2013;01:30;01:45;4276
14.01.2013;01:45;02:00;4218
14.01.2013;02:00;02:15;4190
14.01.2013;02:15;02:30;4050
14.01.2013;02:30;02:45;4067
14.01.2013;02:45;03:00;3997
14.01.2013;03:00;03:15;4014
14.01.2013;03:15;03:30;4055
14.01.2013;03:30;03:45;4128
14.01.2013;03:45;04:00;4123
14.01.2013;04:00;04:15;4028
14.01.2013;04:15;04:30;4312
14.01.2013;04:30;04:45;4369
14.01.2013;04:45;05:00;4494
14.01.2013;05:00;05:15;4506
14.01.2013;05:15;05:30;4876
14.01.2013;05:30;05:45;4983
14.01.2013;05:45;06:00;5089
14.01.2013;06:00;06:15;5516
14.01.2013;06:15;06:30;5813
14.01.2013;06:30;06:45;6382
14.01.2013;06:45;07:00;6780
14.01.2013;07:00;07:15;7140
14.01.2013;07:15;07:30;7424
14.01.2013;07:30;07:45;7765
14.01.2013;07:45;08:00;7879
14.01.2013;08:00;08:15;7967
14.01.2013;08:15;08:30;7912
14.01.2013;08:30;08:45;8002
14.01.2013;08:45;09:00;7905
14.01.2013;09:00;09:15;8004
14.01.2013;09:15;09:30;8020
14.01.2013;09:30;09:45;8018
14.01.2013;09:45;10:00;7920
14.01.2013;10:00;10:15;8157
14.01.2013;10:15;10:30;8178
14.01.2013;10:30;10:45;8167
14.01.2013;10:45;11:00;8251
14.01.2013;11:00;11:15;8371
14.01.2013;11:15;11:30;8430
14.01.2013;11:30;11:45;8445
14.01.2013;11:45;12:00;8449
14.01.2013;12:00;12:15;8440
14.01.2013;12:15;12:30;8437
14.01.2013;12:30;12:45;8440
14.01.2013;12:45;13:00;8435
14.01.2013;13:00;13:15;8544
14.01.2013;13:15;13:30;8450
14.01.2013;13:30;13:45;8463
14.01.2013;13:45;14:00;8383
14.01.2013;14:00;14:15;8443
14.01.2013;14:15;14:30;8537
14.01.2013;14:30;14:45;8519
14.01.2013;14:45;15:00;8544
14.01.2013;15:00;15:15;8575
14.01.2013;15:15;15:30;8559
14.01.2013;15:30;15:45;8536
14.01.2013;15:45;16:00;8540
14.01.2013;16:00;16:15;8638
14.01.2013;16:15;16:30;8732
14.01.2013;16:30;16:45;8826
14.01.2013;16:45;17:00;9102
14.01.2013;17:00;17:15;9065
14.01.2013;17:15;17:30;9134
14.01.2013;17:30;17:45;9158
14.01.2013;17:45;18:00;9263
14.01.2013;18:00;18:15;9111
14.01.2013;18:15;18:30;9178
14.01.2013;18:30;18:45;9107
14.01.2013;18:45;19:00;9104
14.01.2013;19:00;19:15;9021
14.01.2013;19:15;19:30;8912
14.01.2013;19:30;19:45;8826
14.01.2013;19:45;20:00;8893
14.01.2013;20:00;20:15;8806
14.01.2013;20:15;20:30;8545
14.01.2013;20:30;20:45;8156
14.01.2013;20:45;21:00;7895
14.01.2013;21:00;21:15;7674
14.01.2013;21:15;21:30;7569
14.01.2013;21:30;21:45;7368
14.01.2013;21:45;22:00;7394
14.01.2013;22:00;22:15;7456
14.01.2013;22:15;22:30;7361
14.01.2013;22:30;22:45;7226
14.01.2013;22:45;23:00;6940
14.01.2013;23:00;23:15;6596
14.01.2013;23:15;23:30;6351
14.01.2013;23:30;23:45;6281
14.01.2013;23:45;24:00;6118
15.01.2013;00:00;00:15;6083
15.01.2013;00:15;00:30;5989
15.01.2013;00:30;00:45;5839
15.01.2013;00:45;01:00;5865
15.01.2013;01:00;01:15;5806
15.01.2013;01:15;01:30;5808
15.01.2013;01:30;01:45;5662
15.01.2013;01:45;02:00;5642
15.01.2013;02:00;02:15;5726
15.01.2013;02:15;02:30;5595
15.01.2013;02:30;02:45;5584
15.01.2013;02:45;03:00;5597
15.01.2013;03:00;03:15;5690
15.01.2013;03:15;03:30;5597
15.01.2013;03:30;03:45;5659
15.01.2013;03:45;04:00;5684
15.01.2013;04:00;04:15;5883
15.01.2013;04:15;04:30;5798
15.01.2013;04:30;04:45;6027
15.01.2013;04:45;05:00;5995
15.01.2013;05:00;05:15;6257
15.01.2013;05:15;05:30;6398
15.01.2013;05:30;05:45;6587
15.01.2013;05:45;06:00;6635
15.01.2013;06:00;06:15;6919
15.01.2013;06:15;06:30;7373
15.01.2013;06:30;06:45;7725
15.01.2013;06:45;07:00;7927
15.01.2013;07:00;07:15;8400
15.01.2013;07:15;07:30;8651
15.01.2013;07:30;07:45;8617
15.01.2013;07:45;08:00;8731
15.01.2013;08:00;08:15;8690
15.01.2013;08:15;08:30;8785
15.01.2013;08:30;08:45;8686
15.01.2013;08:45;09:00;8632
15.01.2013;09:00;09:15;8517
15.01.2013;09:15;09:30;8472
15.01.2013;09:30;09:45;8515
15.01.2013;09:45;10:00;8585
15.01.2013;10:00;10:15;8505
15.01.2013;10:15;10:30;8609
15.01.2013;10:30;10:45;8579
15.01.2013;10:45;11:00;8588
15.01.2013;11:00;11:15;8572
15.01.2013;11:15;11:30;8648
15.01.2013;11:30;11:45;8584
15.01.2013;11:45;12:00;8531
15.01.2013;12:00;12:15;8338
15.01.2013;12:15;12:30;8364
15.01.2013;12:30;12:45;8346
15.01.2013;12:45;13:00;8348
15.01.2013;13:00;13:15;8289
15.01.2013;13:15;13:30;8336
15.01.2013;13:30;13:45;8277
15.01.2013;13:45;14:00;8273
15.01.2013;14:00;14:15;8307
15.01.2013;14:15;14:30;8365
15.01.2013;14:30;14:45;8465
15.01.2013;14:45;15:00;8471
15.01.2013;15:00;15:15;8465
15.01.2013;15:15;15:30;8421
15.01.2013;15:30;15:45;8506
15.01.2013;15:45;16:00;8457
15.01.2013;16:00;16:15;8398
15.01.2013;16:15;16:30;8470
15.01.2013;16:30;16:45;8788
15.01.2013;16:45;17:00;8833
15.01.2013;17:00;17:15;8879
15.01.2013;17:15;17:30;8920
15.01.2013;17:30;17:45;8962
15.01.2013;17:45;18:00;9018
15.01.2013;18:00;18:15;8867
15.01.2013;18:15;18:30;8873
15.01.2013;18:30;18:45;8934
15.01.2013;18:45;19:00;8905
15.01.2013;19:00;19:15;8935
15.01.2013;19:15;19:30;8915
15.01.2013;19:30;19:45;8835
15.01.2013;19:45;20:00;8766
15.01.2013;20:00;20:15;8836
15.01.2013;20:15;20:30;8569
15.01.2013;20:30;20:45;8240
15.01.2013;20:45;21:00;7971
15.01.2013;21:00;21:15;7867
15.01.2013;21:15;21:30;7657
15.01.2013;21:30;21:45;7382
15.01.2013;21:45;22:00;7368
15.01.2013;22:00;22:15;7475
15.01.2013;22:15;22:30;7422
15.01.2013;22:30;22:45;7170
15.01.2013;22:45;23:00;7039
15.01.2013;23:00;23:15;6929
15.01.2013;23:15;23:30;6787
15.01.2013;23:30;23:45;6646
15.01.2013;23:45;24:00;6540
16.01.2013;00:00;00:15;6442
16.01.2013;00:15;00:30;6316
16.01.2013;00:30;00:45;6245
16.01.2013;00:45;01:00;6169
16.01.2013;01:00;01:15;6094
16.01.2013;01:15;01:30;6090
16.01.2013;01:30;01:45;5984
16.01.2013;01:45;02:00;5998
16.01.2013;02:00;02:15;5920
16.01.2013;02:15;02:30;5901
16.01.2013;02:30;02:45;5744
16.01.2013;02:45;03:00;5809
16.01.2013;03:00;03:15;5900
16.01.2013;03:15;03:30;5941
16.01.2013;03:30;03:45;5957
16.01.2013;03:45;04:00;5910
16.01.2013;04:00;04:15;5991
16.01.2013;04:15;04:30;6045
16.01.2013;04:30;04:45;6099
16.01.2013;04:45;05:00;6236
16.01.2013;05:00;05:15;6361
16.01.2013;05:15;05:30;6589
16.01.2013;05:30;05:45;6687
16.01.2013;05:45;06:00;6810
16.01.2013;06:00;06:15;7028
16.01.2013;06:15;06:30;7483
16.01.2013;06:30;06:45;7742
16.01.2013;06:45;07:00;8048
16.01.2013;07:00;07:15;8459
16.01.2013;07:15;07:30;8758
16.01.2013;07:30;07:45;8901
16.01.2013;07:45;08:00;9117
16.01.2013;08:00;08:15;8981
16.01.2013;08:15;08:30;8971
16.01.2013;08:30;08:45;8876
16.01.2013;08:45;09:00;8943
16.01.2013;09:00;09:15;9019
16.01.2013;09:15;09:30;9011
16.01.2013;09:30;09:45;9089
16.01.2013;09:45;10:00;9166
16.01.2013;10:00;10:15;9167
16.01.2013;10:15;10:30;9113
16.01.2013;10:30;10:45;9213
16.01.2013;10:45;11:00;9164
16.01.2013;11:00;11:15;9123
16.01.2013;11:15;11:30;9158
16.01.2013;11:30;11:45;9127
16.01.2013;11:45;12:00;8992
16.01.2013;12:00;12:15;9029
16.01.2013;12:15;12:30;8976
16.01.2013;12:30;12:45;8935
16.01.2013;12:45;13:00;8917
16.01.2013;13:00;13:15;9012
16.01.2013;13:15;13:30;9016
16.01.2013;13:30;13:45;8867
16.01.2013;13:45;14:00;8730
16.01.2013;14:00;14:15;8805
16.01.2013;14:15;14:30;8898
16.01.2013;14:30;14:45;8758
16.01.2013;14:45;15:00;8760
16.01.2013;15:00;15:15;8704
16.01.2013;15:15;15:30;8646
16.01.2013;15:30;15:45;8566
16.01.2013;15:45;16:00;8570
16.01.2013;16:00;16:15;8506
16.01.2013;16:15;16:30;8620
16.01.2013;16:30;16:45;8833
16.01.2013;16:45;17:00;8931
16.01.2013;17:00;17:15;8962
16.01.2013;17:15;17:30;8938
16.01.2013;17:30;17:45;8987
16.01.2013;17:45;18:00;8999
16.01.2013;18:00;18:15;8872
16.01.2013;18:15;18:30;8920
16.01.2013;18:30;18:45;8855
16.01.2013;18:45;19:00;8795
16.01.2013;19:00;19:15;8902
16.01.2013;19:15;19:30;8780
16.01.2013;19:30;19:45;8692
16.01.2013;19:45;20:00;8685
16.01.2013;20:00;20:15;8537
16.01.2013;20:15;20:30;8211
16.01.2013;20:30;20:45;7622
16.01.2013;20:45;21:00;7263
16.01.2013;21:00;21:15;7291
16.01.2013;21:15;21:30;7067
16.01.2013;21:30;21:45;6709
16.01.2013;21:45;22:00;6513
16.01.2013;22:00;22:15;6871
16.01.2013;22:15;22:30;6939
16.01.2013;22:30;22:45;6905
16.01.2013;22:45;23:00;6728
16.01.2013;23:00;23:15;6428
16.01.2013;23:15;23:30;6124
16.01.2013;23:30;23:45;6131
16.01.2013;23:45;24:00;5905
17.01.2013;00:00;00:15;5602
17.01.2013;00:15;00:30;5493
17.01.2013;00:30;00:45;5489
17.01.2013;00:45;01:00;5441
